"species","x","y"
"unique_occ",138.53863,-34.62563
"unique_occ",138.76137,-34.62532
"unique_occ",138.53066,-34.62532
"unique_occ",138.53852,-34.62493
"unique_occ",138.78577,-34.62491
"unique_occ",138.53165,-34.62477
"unique_occ",138.76007,-34.62416
"unique_occ",138.76222,-34.62326
"unique_occ",138.75775,-34.62299
"unique_occ",138.75681,-34.62264
"unique_occ",138.67282,-34.62263
"unique_occ",138.62372,-34.62234
"unique_occ",138.77526,-34.62207
"unique_occ",138.79162,-34.62192
"unique_occ",138.53577,-34.61845
"unique_occ",138.50913,-34.61784
"unique_occ",140.67059,-34.61656
"unique_occ",138.50911,-34.61236
"unique_occ",138.5233,-34.60878
"unique_occ",138.50959,-34.60695
"unique_occ",140.66703,-34.60562
"unique_occ",139.3027,-34.60555
"unique_occ",146.16038,-34.60188003
"unique_occ",146.42,-34.6
"unique_occ",139.28102,-34.58904
"unique_occ",138.43881,-34.58583
"unique_occ",140.08333,-34.58333
"unique_occ",138.55461,-34.57491
"unique_occ",139.29063,-34.57428
"unique_occ",139.28872,-34.57301
"unique_occ",139.29147,-34.57293
"unique_occ",138.52614,-34.57231
"unique_occ",138.52612,-34.57208
"unique_occ",138.56435,-34.57003
"unique_occ",148.37,-34.57
"unique_occ",139.29994,-34.56945
"unique_occ",138.7398,-34.56663
"unique_occ",138.41221,-34.56608
"unique_occ",138.69819,-34.56333
"unique_occ",138.74071,-34.56304
"unique_occ",139.30923,-34.56234
"unique_occ",138.41197,-34.56075
"unique_occ",138.41178,-34.56058
"unique_occ",138.6964,-34.56054
"unique_occ",138.41193,-34.56002
"unique_occ",138.73256,-34.55976
"unique_occ",139.30392,-34.55951
"unique_occ",138.74119,-34.55951
"unique_occ",139.24354,-34.55785
"unique_occ",139.31539,-34.55731
"unique_occ",139.31094,-34.55726
"unique_occ",138.70917,-34.55717
"unique_occ",138.7374,-34.55642
"unique_occ",139.25991,-34.55583
"unique_occ",138.41173,-34.55523
"unique_occ",138.73541,-34.55511
"unique_occ",138.84658,-34.55493
"unique_occ",139.30382,-34.55442
"unique_occ",139.31011,-34.55418
"unique_occ",138.74204,-34.55414
"unique_occ",139.27729,-34.55403
"unique_occ",139.27738,-34.55357
"unique_occ",138.73564,-34.55323
"unique_occ",139.24083,-34.55297
"unique_occ",139.27657,-34.55283
"unique_occ",138.41162,-34.55236
"unique_occ",138.73597,-34.55209
"unique_occ",138.41155,-34.55169
"unique_occ",138.41135,-34.55139
"unique_occ",138.77187,-34.55054
"unique_occ",138.4113,-34.55021
"unique_occ",138.41148,-34.55016
"unique_occ",-58.45,-34.55
"unique_occ",138.41127,-34.54983
"unique_occ",138.54915,-34.54927
"unique_occ",138.41146,-34.54918
"unique_occ",138.54988,-34.54909
"unique_occ",138.54905,-34.54908
"unique_occ",139.3101,-34.54884
"unique_occ",146.4010077,-34.5486646
"unique_occ",139.30389,-34.54812
"unique_occ",138.41118,-34.54765
"unique_occ",138.72789,-34.54732
"unique_occ",139.27904,-34.54694
"unique_occ",139.30381,-34.54614
"unique_occ",139.30379,-34.54611
"unique_occ",139.24198,-34.54524
"unique_occ",138.73521,-34.54333
"unique_occ",138.52432,-34.54181
"unique_occ",138.73179,-34.54172
"unique_occ",139.26577,-34.54066
"unique_occ",138.75602,-34.54028
"unique_occ",138.39481,-34.54015
"unique_occ",138.39557,-34.54002
"unique_occ",138.39695,-34.53984
"unique_occ",139.27972,-34.53891
"unique_occ",139.30208,-34.53844
"unique_occ",139.30212,-34.53842
"unique_occ",139.30221,-34.53761
"unique_occ",139.26438,-34.5362
"unique_occ",139.26534,-34.53566
"unique_occ",138.5236,-34.53285
"unique_occ",139.28006,-34.5317
"unique_occ",139.2973,-34.53164
"unique_occ",139.29729,-34.53162
"unique_occ",139.30079,-34.53161
"unique_occ",139.30944,-34.53124
"unique_occ",139.2928,-34.53124
"unique_occ",139.3096,-34.53124
"unique_occ",139.2866,-34.53081
"unique_occ",139.27991,-34.52842
"unique_occ",139.27992,-34.52839
"unique_occ",138.6858141,-34.5281631
"unique_occ",135.6789022,-34.52652715
"unique_occ",138.81649,-34.5256
"unique_occ",138.8404,-34.52373
"unique_occ",138.43661,-34.52137
"unique_occ",138.43563,-34.51907
"unique_occ",138.43659,-34.51849
"unique_occ",140.60662,-34.51478
"unique_occ",139.27455,-34.51449
"unique_occ",139.27052,-34.51448
"unique_occ",138.43661,-34.51447
"unique_occ",139.27052,-34.51446
"unique_occ",139.27469,-34.51441
"unique_occ",139.26239,-34.51439
"unique_occ",139.27055,-34.51437
"unique_occ",139.2643,-34.51434
"unique_occ",138.43661,-34.51417
"unique_occ",139.25782,-34.51408
"unique_occ",139.25823,-34.51404
"unique_occ",139.25267,-34.51325
"unique_occ",138.55947,-34.51262
"unique_occ",138.55937,-34.51238
"unique_occ",138.56376,-34.51234
"unique_occ",138.66613,-34.51233
"unique_occ",138.54081,-34.51177
"unique_occ",138.51427,-34.50882
"unique_occ",138.51859,-34.5058
"unique_occ",139.07427,-34.50469
"unique_occ",138.54816,-34.50271
"unique_occ",138.54819,-34.5027
"unique_occ",135.5239033,-34.50124825
"unique_occ",138.52523,-34.50112
"unique_occ",138.64897,-34.50028
"unique_occ",138.64895,-34.5001
"unique_occ",146.4,-34.5
"unique_occ",135.53333,-34.5
"unique_occ",148.4,-34.5
"unique_occ",138.57764,-34.49784
"unique_occ",138.71438,-34.49741
"unique_occ",139.053,-34.49724
"unique_occ",140.59615,-34.49338
"unique_occ",138.58527,-34.48805
"unique_occ",138.40421,-34.4868
"unique_occ",138.41772,-34.4837
"unique_occ",138.43018,-34.4747
"unique_occ",138.43594,-34.47422
"unique_occ",138.4297,-34.47418
"unique_occ",138.88497,-34.46955
"unique_occ",138.72064,-34.45497
"unique_occ",148.3167,-34.45
"unique_occ",148.32,-34.45
"unique_occ",148.31,-34.45
"unique_occ",148.72,-34.45
"unique_occ",145.809344,-34.44866855
"unique_occ",148.317652,-34.44865053
"unique_occ",136.0422281,-34.44707372
"unique_occ",138.50274,-34.43516
"unique_occ",146.3010077,-34.43199492
"unique_occ",138.47725,-34.42218
"unique_occ",135.5255623,-34.42096773
"unique_occ",138.40665,-34.41756
"unique_occ",138.39516,-34.41753
"unique_occ",146.3,-34.41667
"unique_occ",135.6464012,-34.4120767
"unique_occ",138.39045,-34.40783
"unique_occ",135.7,-34.4
"unique_occ",148.3,-34.4
"unique_occ",138.68352,-34.39953
"unique_occ",138.45657,-34.39579
"unique_occ",138.63379,-34.38997
"unique_occ",140.8596802,-34.38481541
"unique_occ",135.8713988,-34.3818047
"unique_occ",146.01141,-34.38073003
"unique_occ",138.68557,-34.37762
"unique_occ",138.46925,-34.37757
"unique_occ",136.08,-34.36
"unique_occ",138.6827622,-34.3576122
"unique_occ",147.22,-34.35
"unique_occ",138.91667,-34.35
"unique_occ",140.5780127,-34.34453738
"unique_occ",146.03434,-34.3319965
"unique_occ",147.2176651,-34.33198798
"unique_occ",136.10472,-34.32861
"unique_occ",138.9983,-34.32854
"unique_occ",140.5207929,-34.30370762
"unique_occ",147.2,-34.3
"unique_occ",138.6649817,-34.29955202
"unique_occ",138.3663746,-34.29344433
"unique_occ",140.6024618,-34.2834269
"unique_occ",138.54417,-34.27333
"unique_occ",138.5452626,-34.27205281
"unique_occ",146.02,-34.27
"unique_occ",140.5435722,-34.26592726
"unique_occ",138.68,-34.25
"unique_occ",138.6833,-34.25
"unique_occ",138.6897008,-34.23650149
"unique_occ",138.6667,-34.2333
"unique_occ",146.0144,-34.2331
"unique_occ",146.0144,-34.233
"unique_occ",138.67967,-34.2301
"unique_occ",138.7288702,-34.22316111
"unique_occ",140.4496826,-34.21592774
"unique_occ",146,-34.2
"unique_occ",138.6897003,-34.19316126
"unique_occ",137.5886008,-34.18455985
"unique_occ",137.5477711,-34.17956014
"unique_occ",140.63853,-34.17669
"unique_occ",135.73333,-34.15
"unique_occ",138.68333,-34.15
"unique_occ",138.6896998,-34.14955102
"unique_occ",138.73217,-34.13908
"unique_occ",146.1,-34.1333
"unique_occ",146.1,-34.13
"unique_occ",138.58269,-34.10476
"unique_occ",137.5885995,-34.06733919
"unique_occ",138.0041554,-34.0606659
"unique_occ",138.01667,-34.05
"unique_occ",139.0017,-34.04331
"unique_occ",135.5944472,-34.02846475
"unique_occ",138.6852585,-34.02761041
"unique_occ",148.55,-34.02
"unique_occ",147.00122,-33.99847003
"unique_occ",137.71848,-33.9555
"unique_occ",137.7317,-33.9392
"unique_occ",137.63333,-33.93333
"unique_occ",137.6288776,-33.93316813
"unique_occ",137.74514,-33.9209
"unique_occ",137.74495,-33.9208
"unique_occ",147.2,-33.92
"unique_occ",148.6,-33.9
"unique_occ",148.17,-33.9
"unique_occ",151.0441,-33.87764003
"unique_occ",22.875,-33.875
"unique_occ",136.4055481,-33.86373733
"unique_occ",139.06368,-33.85982
"unique_occ",138.5516478,-33.84900051
"unique_occ",138.50034,-33.84761
"unique_occ",138.95886,-33.8457
"unique_occ",138.95896,-33.84565
"unique_occ",138.95883,-33.8452
"unique_occ",138.95882,-33.84503
"unique_occ",117.64,-33.84333003
"unique_occ",138.96217,-33.84294
"unique_occ",138.95783,-33.83879
"unique_occ",138.95777,-33.83835
"unique_occ",138.96408,-33.83481
"unique_occ",138.49167,-33.83333
"unique_occ",136.33333,-33.83333
"unique_occ",138.95377,-33.83145
"unique_occ",138.95375,-33.83108
"unique_occ",138.92303,-33.82877
"unique_occ",138.95166,-33.82731
"unique_occ",138.92343,-33.82716
"unique_occ",138.92427,-33.82312
"unique_occ",138.92428,-33.82306
"unique_occ",138.92428,-33.82302
"unique_occ",138.94856,-33.82118
"unique_occ",138.94776,-33.82071
"unique_occ",138.9473,-33.82058
"unique_occ",138.94685,-33.82043
"unique_occ",138.94671,-33.8203
"unique_occ",138.94641,-33.82027
"unique_occ",138.94648,-33.82021
"unique_occ",148.67,-33.82
"unique_occ",138.92691,-33.81889
"unique_occ",138.92919,-33.8188
"unique_occ",138.92619,-33.81867
"unique_occ",138.93546,-33.81857
"unique_occ",138.93562,-33.81857
"unique_occ",138.93527,-33.81857
