"species","x","y"
"occ_unique_cell",23.9166666666667,61.5833333333333
"occ_unique_cell",3.75,51.0833333333333
"occ_unique_cell",5.75,50.9166666666667
"occ_unique_cell",-116.916666666667,46.25
"occ_unique_cell",-119.25,45.9166666666667
"occ_unique_cell",-117.916666666667,45.4166666666667
"occ_unique_cell",14.5833333333333,44.9166666666667
"occ_unique_cell",3.58333333333331,43.5833333333333
"occ_unique_cell",3.75,43.5833333333333
"occ_unique_cell",3.91666666666666,43.5833333333333
"occ_unique_cell",3.75,43.4166666666667
"occ_unique_cell",5.08333333333331,43.4166666666667
"occ_unique_cell",3.25,43.25
"occ_unique_cell",3.08333333333331,42.5833333333333
"occ_unique_cell",3.08333333333331,42.4166666666667
"occ_unique_cell",-87.5833333333333,41.9166666666667
"occ_unique_cell",-0.916666666666686,41.75
"occ_unique_cell",1.91666666666666,41.75
"occ_unique_cell",0.916666666666657,41.4166666666667
"occ_unique_cell",2.08333333333331,41.4166666666667
"occ_unique_cell",2.25,41.4166666666667
"occ_unique_cell",-0.0833333333333428,41.25
"occ_unique_cell",0.916666666666657,41.25
"occ_unique_cell",0.916666666666657,41.0833333333333
"occ_unique_cell",0.25,40.9166666666667
"occ_unique_cell",0.416666666666657,40.9166666666667
"occ_unique_cell",24.0833333333333,40.9166666666667
"occ_unique_cell",-112.416666666667,40.5833333333333
"occ_unique_cell",0.416666666666657,40.5833333333333
"occ_unique_cell",22.9166666666667,40.5833333333333
"occ_unique_cell",-3.58333333333334,40.4166666666667
"occ_unique_cell",22.9166666666667,40.4166666666667
"occ_unique_cell",23.25,40.4166666666667
"occ_unique_cell",-122.25,40.25
"occ_unique_cell",-3.58333333333334,40.25
"occ_unique_cell",23.75,40.25
"occ_unique_cell",-0.0833333333333428,40.0833333333333
"occ_unique_cell",0.0833333333333144,40.0833333333333
"occ_unique_cell",23.4166666666667,40.0833333333333
"occ_unique_cell",23.9166666666667,40.0833333333333
"occ_unique_cell",-121.916666666667,39.9166666666667
"occ_unique_cell",-122.25,39.75
"occ_unique_cell",-121.75,39.75
"occ_unique_cell",-121.583333333333,39.75
"occ_unique_cell",-0.75,39.75
"occ_unique_cell",-0.25,39.75
"occ_unique_cell",-0.0833333333333428,39.75
"occ_unique_cell",-100.583333333333,39.5833333333333
"occ_unique_cell",-95.25,39.5833333333333
"occ_unique_cell",-0.75,39.5833333333333
"occ_unique_cell",-0.583333333333343,39.5833333333333
"occ_unique_cell",-0.416666666666686,39.5833333333333
"occ_unique_cell",21.75,39.5833333333333
"occ_unique_cell",21.9166666666667,39.5833333333333
"occ_unique_cell",-122.083333333333,39.4166666666667
"occ_unique_cell",-101.083333333333,39.4166666666667
"occ_unique_cell",-0.583333333333343,39.4166666666667
"occ_unique_cell",-0.416666666666686,39.4166666666667
"occ_unique_cell",-121.583333333333,39.25
"occ_unique_cell",-102.916666666667,39.25
"occ_unique_cell",22.0833333333333,39.25
"occ_unique_cell",-121.75,39.0833333333333
"occ_unique_cell",-108.583333333333,39.0833333333333
"occ_unique_cell",-100.583333333333,39.0833333333333
"occ_unique_cell",-96.25,39.0833333333333
"occ_unique_cell",-94.5833333333333,39.0833333333333
"occ_unique_cell",-94.4166666666667,39.0833333333333
"occ_unique_cell",-92.9166666666667,39.0833333333333
"occ_unique_cell",25.9166666666667,39.0833333333333
"occ_unique_cell",26.25,39.0833333333333
"occ_unique_cell",-121.916666666667,38.9166666666667
"occ_unique_cell",-120.083333333333,38.9166666666667
"occ_unique_cell",-101.916666666667,38.9166666666667
"occ_unique_cell",-99.0833333333333,38.9166666666667
"occ_unique_cell",-98.5833333333333,38.9166666666667
"occ_unique_cell",-95.25,38.9166666666667
"occ_unique_cell",21.0833333333333,38.9166666666667
"occ_unique_cell",22.25,38.9166666666667
